GWH ID	Wu ID	IHSM SDB ID
GWHTABKE016785	Yangtao2020307	Aveca08vR1g03030.1
GWHTABKE016786	Yangtao2020306	Aveca08vR1g03040.1
GWHTABKE016787	Yangtao2020305	Aveca08vR1g03050.1
GWHTABKE016788	Yangtao2020304	Aveca08vR1g03060.1
GWHTABKE016789	Yangtao2020303	Aveca08vR1g03070.1
GWHTABKE016790	Yangtao2020302	Aveca08vR1g03080.1
GWHTABKE016791	Yangtao2020301	Aveca08vR1g03090.1
GWHTABKE016792	Yangtao2020300	Aveca08vR1g03100.1
GWHTABKE016793	Yangtao2020299	Aveca08vR1g03110.1
GWHTABKE016794	Yangtao2020298	Aveca08vR1g03120.1
GWHTABKE016795	Yangtao2020297	Aveca08vR1g03130.1
GWHTABKE016796	Yangtao2020296	Aveca08vR1g03140.1
GWHTABKE016797	Yangtao2020295	Aveca08vR1g03150.1
GWHTABKE016798	Yangtao2020294	Aveca08vR1g03160.1
GWHTABKE016799	Yangtao2020293	Aveca08vR1g03170.1
GWHTABKE016800	Yangtao2020292	Aveca08vR1g03180.1
GWHTABKE016801	Yangtao2020291	Aveca08vR1g03190.1
GWHTABKE016802	Yangtao2020290	Aveca08vR1g03200.1
GWHTABKE016803	Yangtao2020289	Aveca08vR1g03210.1
GWHTABKE016804	Yangtao2020288	Aveca08vR1g03220.1
GWHTABKE016805	Yangtao2020287	Aveca08vR1g03230.1
GWHTABKE016806	Yangtao2020286	Aveca08vR1g03240.1
GWHTABKE016807	Yangtao2020285	Aveca08vR1g03250.1
GWHTABKE016808	Yangtao2020284	Aveca08vR1g03260.1
GWHTABKE016809	Yangtao2020283	Aveca08vR1g03270.1
GWHTABKE016810	Yangtao2020282	Aveca08vR1g03280.1
GWHTABKE016811	Yangtao2020281	Aveca08vR1g03290.1
GWHTABKE016812	Yangtao2020280	Aveca08vR1g03300.1
GWHTABKE016813	Yangtao2020279	Aveca08vR1g03310.1
GWHTABKE016814	Yangtao2020278	Aveca08vR1g03320.1
GWHTABKE016815	Yangtao2020277	Aveca08vR1g03330.1
GWHTABKE016816	Yangtao2020276	Aveca08vR1g03340.1
GWHTABKE016817	Yangtao2020275	Aveca08vR1g03350.1
GWHTABKE016818	Yangtao2020274	Aveca08vR1g03360.1
GWHTABKE016819	Yangtao2020273	Aveca08vR1g03370.1
GWHTABKE016820	Yangtao2020272	Aveca08vR1g03380.1
GWHTABKE016821	Yangtao2020271	Aveca08vR1g03390.1
GWHTABKE016822	Yangtao2020270	Aveca08vR1g03400.1
GWHTABKE016823	Yangtao2020269	Aveca08vR1g03410.1
GWHTABKE016824	Yangtao2020268	Aveca08vR1g03420.1
GWHTABKE016825	Yangtao2020267	Aveca08vR1g03430.1
GWHTABKE016826	Yangtao2020266	Aveca08vR1g03440.1
GWHTABKE016827	Yangtao2020265	Aveca08vR1g03450.1
GWHTABKE016828	Yangtao2020264	Aveca08vR1g03460.1
GWHTABKE016829	Yangtao2020263	Aveca08vR1g03470.1
GWHTABKE016830	Yangtao2020262	Aveca08vR1g03480.1
GWHTABKE016831	Yangtao2020261	Aveca08vR1g03490.1
GWHTABKE016832	Yangtao2020260	Aveca08vR1g03500.1
GWHTABKE016833	Yangtao2020259	Aveca08vR1g03510.1
GWHTABKE016834	Yangtao2020258	Aveca08vR1g03520.1
GWHTABKE016835	Yangtao2020257	Aveca08vR1g03530.1
GWHTABKE016836	Yangtao2020256	Aveca08vR1g03540.1
GWHTABKE016837	Yangtao2020255	Aveca08vR1g03550.1
GWHTABKE016838	Yangtao2020254	Aveca08vR1g03560.1
GWHTABKE016839	Yangtao2020253	Aveca08vR1g03570.1
GWHTABKE016840	Yangtao2020252	Aveca08vR1g03580.1
GWHTABKE016841	Yangtao2020251	Aveca08vR1g03590.1
GWHTABKE016842	Yangtao2020250	Aveca08vR1g03600.1
GWHTABKE016843	Yangtao2020249	Aveca08vR1g03610.1
GWHTABKE016844	Yangtao2020248	Aveca08vR1g03620.1
GWHTABKE016845	Yangtao2020247	Aveca08vR1g03630.1
GWHTABKE016846	Yangtao2020246	Aveca08vR1g03640.1
GWHTABKE016847	Yangtao2020245	Aveca08vR1g03650.1
GWHTABKE016848	Yangtao2020244	Aveca08vR1g03660.1
GWHTABKE016849	Yangtao2020243	Aveca08vR1g03670.1
GWHTABKE016850	Yangtao2020242	Aveca08vR1g03680.1
GWHTABKE016851	Yangtao2020241	Aveca08vR1g03690.1
GWHTABKE016852	Yangtao2020240	Aveca08vR1g03700.1
GWHTABKE016853	Yangtao2020239	Aveca08vR1g03710.1
GWHTABKE016854	Yangtao2020238	Aveca08vR1g03720.1
GWHTABKE016855	Yangtao2020237	Aveca08vR1g03730.1
GWHTABKE016856	Yangtao2020236	Aveca08vR1g03740.1
GWHTABKE016857	Yangtao2020235	Aveca08vR1g03750.1
GWHTABKE016858	Yangtao2020234	Aveca08vR1g03760.1
GWHTABKE016859	Yangtao2020233	Aveca08vR1g03770.1
GWHTABKE016860	Yangtao2020232	Aveca08vR1g03780.1
GWHTABKE016861	Yangtao2020231	Aveca08vR1g03790.1
GWHTABKE016862	Yangtao2020230	Aveca08vR1g03800.1
GWHTABKE016863	Yangtao2020229	Aveca08vR1g03810.1
GWHTABKE016864	Yangtao2020228	Aveca08vR1g03820.1
GWHTABKE016865	Yangtao2020227	Aveca08vR1g03830.1
GWHTABKE016866	Yangtao2020226	Aveca08vR1g03840.1
GWHTABKE016867	Yangtao2020225	Aveca08vR1g03850.1
GWHTABKE016868	Yangtao2020224	Aveca08vR1g03860.1
GWHTABKE016869	Yangtao2020223	Aveca08vR1g03870.1
GWHTABKE016870	Yangtao2020222	Aveca08vR1g03880.1
GWHTABKE016871	Yangtao2020221	Aveca08vR1g03890.1
GWHTABKE016872	Yangtao2020220	Aveca08vR1g03900.1
GWHTABKE016873	Yangtao2020219	Aveca08vR1g03910.1
GWHTABKE016874	Yangtao2020218	Aveca08vR1g03920.1
GWHTABKE016875	Yangtao2020217	Aveca08vR1g03930.1
GWHTABKE016876	Yangtao2020216	Aveca08vR1g03940.1
GWHTABKE016877	Yangtao2020215	Aveca08vR1g03950.1
GWHTABKE016878	Yangtao2020214	Aveca08vR1g03960.1
GWHTABKE016879	Yangtao2020213	Aveca08vR1g03970.1
GWHTABKE016880	Yangtao2020212	Aveca08vR1g03980.1
GWHTABKE016881	Yangtao2020211	Aveca08vR1g03990.1
GWHTABKE016882	Yangtao2020210	Aveca08vR1g04000.1
GWHTABKE016883	Yangtao2020209	Aveca08vR1g04010.1
GWHTABKE016884	Yangtao2020208	Aveca08vR1g04020.1
GWHTABKE016885	Yangtao2020207	Aveca08vR1g04030.1
GWHTABKE016886	Yangtao2020206	Aveca08vR1g04040.1
GWHTABKE016887	Yangtao2020205	Aveca08vR1g04050.1
GWHTABKE016888	Yangtao2020204	Aveca08vR1g04060.1
GWHTABKE016889	Yangtao2020203	Aveca08vR1g04070.1
GWHTABKE016890	Yangtao2020202	Aveca08vR1g04080.1
GWHTABKE016891	Yangtao2020201	Aveca08vR1g04090.1
GWHTABKE016892	Yangtao2020200	Aveca08vR1g04100.1
GWHTABKE016893	Yangtao2020199	Aveca08vR1g04110.1
GWHTABKE016894	Yangtao2020198	Aveca08vR1g04120.1
GWHTABKE016895	Yangtao2020197	Aveca08vR1g04130.1
GWHTABKE016896	Yangtao2020196	Aveca08vR1g04140.1
GWHTABKE016897	Yangtao2020195	Aveca08vR1g04150.1
GWHTABKE016898	Yangtao2020194	Aveca08vR1g04160.1
GWHTABKE016899	Yangtao2020193	Aveca08vR1g04170.1
GWHTABKE016900	Yangtao2020192	Aveca08vR1g04180.1
GWHTABKE016901	Yangtao2020191	Aveca08vR1g04190.1
GWHTABKE016902	Yangtao2020190	Aveca08vR1g04200.1
GWHTABKE016903	Yangtao2020189	Aveca08vR1g04210.1
GWHTABKE016904	Yangtao2020188	Aveca08vR1g04220.1
GWHTABKE016905	Yangtao2020187	Aveca08vR1g04230.1
GWHTABKE016906	Yangtao2020186	Aveca08vR1g04240.1
GWHTABKE016907	Yangtao2020185	Aveca08vR1g04250.1
GWHTABKE016908	Yangtao2020184	Aveca08vR1g04260.1
GWHTABKE016909	Yangtao2020183	Aveca08vR1g04270.1
GWHTABKE016910	Yangtao2020182	Aveca08vR1g04280.1
GWHTABKE016911	Yangtao2020181	Aveca08vR1g04290.1
GWHTABKE016912	Yangtao2020180	Aveca08vR1g04300.1
GWHTABKE016913	Yangtao2020179	Aveca08vR1g04310.1
GWHTABKE016914	Yangtao2020178	Aveca08vR1g04320.1
GWHTABKE016915	Yangtao2020177	Aveca08vR1g04330.1
GWHTABKE016916	Yangtao2020176	Aveca08vR1g04340.1
GWHTABKE016917	Yangtao2020175	Aveca08vR1g04350.1
GWHTABKE016918	Yangtao2020174	Aveca08vR1g04360.1
GWHTABKE016919	Yangtao2020173	Aveca08vR1g04370.1
GWHTABKE016920	Yangtao2020172	Aveca08vR1g04380.1
GWHTABKE016921	Yangtao2020171	Aveca08vR1g04390.1
GWHTABKE016922	Yangtao2020170	Aveca08vR1g04400.1
GWHTABKE016923	Yangtao2020169	Aveca08vR1g04410.1
GWHTABKE016924	Yangtao2020168	Aveca08vR1g04420.1
GWHTABKE016925	Yangtao2020167	Aveca08vR1g04430.1
GWHTABKE016926	Yangtao2020166	Aveca08vR1g04440.1
GWHTABKE016927	Yangtao2020165	Aveca08vR1g04450.1
GWHTABKE016928	Yangtao2020164	Aveca08vR1g04460.1
GWHTABKE016929	Yangtao2020163	Aveca08vR1g04470.1
GWHTABKE016930	Yangtao2020162	Aveca08vR1g04480.1
GWHTABKE016931	Yangtao2020161	Aveca08vR1g04490.1
GWHTABKE016932	Yangtao2020160	Aveca08vR1g04500.1
GWHTABKE016933	Yangtao2020159	Aveca08vR1g04510.1
GWHTABKE016934	Yangtao2020158	Aveca08vR1g04520.1
GWHTABKE016935	Yangtao2020157	Aveca08vR1g04530.1
GWHTABKE016936	Yangtao2020156	Aveca08vR1g04540.1
GWHTABKE016937	Yangtao2020155	Aveca08vR1g04550.1
GWHTABKE016938	Yangtao2020154	Aveca08vR1g04560.1
GWHTABKE016939	Yangtao2020153	Aveca08vR1g04570.1
GWHTABKE016940	Yangtao2020152	Aveca08vR1g04580.1
GWHTABKE016941	Yangtao2020151	Aveca08vR1g04590.1
GWHTABKE016942	Yangtao2020150	Aveca08vR1g04600.1
GWHTABKE016943	Yangtao2020149	Aveca08vR1g04610.1
GWHTABKE016944	Yangtao2020148	Aveca08vR1g04620.1
GWHTABKE016945	Yangtao2020147	Aveca08vR1g04630.1
GWHTABKE016946	Yangtao2020146	Aveca08vR1g04640.1
GWHTABKE016947	Yangtao2020145	Aveca08vR1g04650.1
GWHTABKE016948	Yangtao2020144	Aveca08vR1g04660.1
GWHTABKE016949	Yangtao2020143	Aveca08vR1g04670.1
GWHTABKE016950	Yangtao2020142	Aveca08vR1g04680.1
GWHTABKE016951	Yangtao2020141	Aveca08vR1g04690.1
GWHTABKE016952	Yangtao2020140	Aveca08vR1g04700.1
GWHTABKE016953	Yangtao2020139	Aveca08vR1g04710.1
GWHTABKE016954	Yangtao2020138	Aveca08vR1g04720.1
GWHTABKE016955	Yangtao2020137	Aveca08vR1g04730.1
GWHTABKE016956	Yangtao2020136	Aveca08vR1g04740.1
GWHTABKE016957	Yangtao2020135	Aveca08vR1g04750.1
GWHTABKE016958	Yangtao2020134	Aveca08vR1g04760.1
GWHTABKE016959	Yangtao2020133	Aveca08vR1g04770.1
GWHTABKE016960	Yangtao2020132	Aveca08vR1g04780.1
GWHTABKE016961	Yangtao2020131	Aveca08vR1g04790.1
GWHTABKE016962	Yangtao2020130	Aveca08vR1g04800.1
GWHTABKE016963	Yangtao2020129	Aveca08vR1g04810.1
GWHTABKE016964	Yangtao2020128	Aveca08vR1g04820.1
GWHTABKE016965	Yangtao2020127	Aveca08vR1g04830.1
GWHTABKE016966	Yangtao2020126	Aveca08vR1g04840.1
GWHTABKE016967	Yangtao2020125	Aveca08vR1g04850.1
GWHTABKE016968	Yangtao2020124	Aveca08vR1g04860.1
GWHTABKE016969	Yangtao2020123	Aveca08vR1g04870.1
GWHTABKE016970	Yangtao2020122	Aveca08vR1g04880.1
GWHTABKE016971	Yangtao2020121	Aveca08vR1g04890.1
GWHTABKE016972	Yangtao2020120	Aveca08vR1g04900.1
GWHTABKE016973	Yangtao2020119	Aveca08vR1g04910.1
GWHTABKE016974	Yangtao2020118	Aveca08vR1g04920.1
GWHTABKE016975	Yangtao2020117	Aveca08vR1g04930.1
GWHTABKE016976	Yangtao2020116	Aveca08vR1g04940.1
GWHTABKE016977	Yangtao2020115	Aveca08vR1g04950.1
GWHTABKE016978	Yangtao2020114	Aveca08vR1g04960.1
GWHTABKE016979	Yangtao2020113	Aveca08vR1g04970.1
GWHTABKE016980	Yangtao2020112	Aveca08vR1g04980.1
GWHTABKE016981	Yangtao2020111	Aveca08vR1g04990.1
GWHTABKE016982	Yangtao2020110	Aveca08vR1g05000.1
GWHTABKE016983	Yangtao2020109	Aveca08vR1g05010.1
GWHTABKE016984	Yangtao2020108	Aveca08vR1g05020.1
GWHTABKE016985	Yangtao2020107	Aveca08vR1g05030.1
GWHTABKE016986	Yangtao2020106	Aveca08vR1g05040.1
GWHTABKE016987	Yangtao2020105	Aveca08vR1g05050.1
GWHTABKE016988	Yangtao2020104	Aveca08vR1g05060.1
GWHTABKE016989	Yangtao2020103	Aveca08vR1g05070.1
GWHTABKE016990	Yangtao2020102	Aveca08vR1g05080.1
GWHTABKE016991	Yangtao2020101	Aveca08vR1g05090.1
GWHTABKE016992	Yangtao2020100	Aveca08vR1g05100.1
GWHTABKE016993	Yangtao2020099	Aveca08vR1g05110.1
GWHTABKE016994	Yangtao2020098	Aveca08vR1g05120.1
GWHTABKE016995	Yangtao2020097	Aveca08vR1g05130.1
GWHTABKE016996	Yangtao2020096	Aveca08vR1g05140.1
GWHTABKE016997	Yangtao2020095	Aveca08vR1g05150.1
GWHTABKE016998	Yangtao2021008	Aveca08vR1g05160.1
GWHTABKE016999	Yangtao2021009	Aveca08vR1g05170.1
GWHTABKE017000	Yangtao2021010	Aveca08vR1g05180.1
GWHTABKE017001	Yangtao2021011	Aveca08vR1g05190.1
GWHTABKE017002	Yangtao2021012	Aveca08vR1g05200.1
GWHTABKE017003	Yangtao2021013	Aveca08vR1g05210.1
GWHTABKE017004	Yangtao2021014	Aveca08vR1g05220.1
GWHTABKE017005	Yangtao2021015	Aveca08vR1g05230.1
GWHTABKE017006	Yangtao2021016	Aveca08vR1g05240.1
GWHTABKE017007	Yangtao2021017	Aveca08vR1g05250.1
GWHTABKE017008	Yangtao2021018	Aveca08vR1g05260.1
GWHTABKE017009	Yangtao2021019	Aveca08vR1g05270.1
GWHTABKE017010	Yangtao2021020	Aveca08vR1g05280.1
GWHTABKE017011	Yangtao2021021	Aveca08vR1g05290.1
GWHTABKE017012	Yangtao2021022	Aveca08vR1g05300.1
GWHTABKE017013	Yangtao2021023	Aveca08vR1g05310.1
GWHTABKE017014	Yangtao2021024	Aveca08vR1g05320.1
GWHTABKE017015	Yangtao2021025	Aveca08vR1g05330.1
GWHTABKE017016	Yangtao2021026	Aveca08vR1g05340.1
GWHTABKE017017	Yangtao2021027	Aveca08vR1g05350.1
GWHTABKE017018	Yangtao2021028	Aveca08vR1g05360.1
GWHTABKE017019	Yangtao2021029	Aveca08vR1g05370.1
GWHTABKE017020	Yangtao2021030	Aveca08vR1g05380.1
GWHTABKE017021	Yangtao2021031	Aveca08vR1g05390.1
GWHTABKE017022	Yangtao2021032	Aveca08vR1g05400.1
GWHTABKE017023	Yangtao2021033	Aveca08vR1g05410.1
GWHTABKE017024	Yangtao2021034	Aveca08vR1g05420.1
GWHTABKE017025	Yangtao2021035	Aveca08vR1g05430.1
GWHTABKE017026	Yangtao2021036	Aveca08vR1g05440.1
GWHTABKE017027	Yangtao2021037	Aveca08vR1g05450.1
GWHTABKE017028	Yangtao2021038	Aveca08vR1g05460.1
GWHTABKE017029	Yangtao2021039	Aveca08vR1g05470.1
GWHTABKE017030	Yangtao2021040	Aveca08vR1g05480.1
GWHTABKE017031	Yangtao2021041	Aveca08vR1g05490.1
GWHTABKE017032	Yangtao2021042	Aveca08vR1g05500.1
GWHTABKE017033	Yangtao2021043	Aveca08vR1g05510.1
GWHTABKE017034	Yangtao2021044	Aveca08vR1g05520.1
GWHTABKE017035	Yangtao2021045	Aveca08vR1g05530.1
GWHTABKE017036	Yangtao2021046	Aveca08vR1g05540.1
GWHTABKE017037	Yangtao2021047	Aveca08vR1g05550.1
GWHTABKE017038	Yangtao2021048	Aveca08vR1g05560.1
GWHTABKE017039	Yangtao2021049	Aveca08vR1g05570.1
GWHTABKE017040	Yangtao2021050	Aveca08vR1g05580.1
GWHTABKE017041	Yangtao2021051	Aveca08vR1g05590.1
GWHTABKE017042	Yangtao2021052	Aveca08vR1g05600.1
GWHTABKE017043	Yangtao2021053	Aveca08vR1g05610.1
GWHTABKE017044	Yangtao2021054	Aveca08vR1g05620.1
GWHTABKE017045	Yangtao2021055	Aveca08vR1g05630.1
GWHTABKE017046	Yangtao2021056	Aveca08vR1g05640.1
GWHTABKE017047	Yangtao2021057	Aveca08vR1g05650.1
GWHTABKE017048	Yangtao2021058	Aveca08vR1g05660.1
GWHTABKE017049	Yangtao2021059	Aveca08vR1g05670.1
GWHTABKE017050	Yangtao2021060	Aveca08vR1g05680.1
GWHTABKE017051	Yangtao2021061	Aveca08vR1g05690.1
GWHTABKE017052	Yangtao2021062	Aveca08vR1g05700.1
GWHTABKE017053	Yangtao2021063	Aveca08vR1g05710.1
GWHTABKE017054	Yangtao2021064	Aveca08vR1g05720.1
GWHTABKE017055	Yangtao2021065	Aveca08vR1g05730.1
GWHTABKE017056	Yangtao2021066	Aveca08vR1g05740.1
GWHTABKE017057	Yangtao2021067	Aveca08vR1g05750.1
GWHTABKE017058	Yangtao2021068	Aveca08vR1g05760.1
GWHTABKE017059	Yangtao2021069	Aveca08vR1g05770.1
GWHTABKE017060	Yangtao2021070	Aveca08vR1g05780.1
GWHTABKE017061	Yangtao2021071	Aveca08vR1g05790.1
GWHTABKE017062	Yangtao2021072	Aveca08vR1g05800.1
GWHTABKE017063	Yangtao2021073	Aveca08vR1g05810.1
GWHTABKE017064	Yangtao2021074	Aveca08vR1g05820.1
GWHTABKE017065	Yangtao2021075	Aveca08vR1g05830.1
GWHTABKE017066	Yangtao2021076	Aveca08vR1g05840.1
GWHTABKE017067	Yangtao2021077	Aveca08vR1g05850.1
GWHTABKE017068	Yangtao2021078	Aveca08vR1g05860.1
GWHTABKE017069	Yangtao2021079	Aveca08vR1g05870.1
GWHTABKE017070	Yangtao2021080	Aveca08vR1g05880.1
GWHTABKE017071	Yangtao2021081	Aveca08vR1g05890.1
GWHTABKE017072	Yangtao2021082	Aveca08vR1g05900.1
GWHTABKE017073	Yangtao2021083	Aveca08vR1g05910.1
GWHTABKE017074	Yangtao2021084	Aveca08vR1g05920.1
GWHTABKE017075	Yangtao2021085	Aveca08vR1g05930.1
GWHTABKE017076	Yangtao2021086	Aveca08vR1g05940.1
GWHTABKE017077	Yangtao2021087	Aveca08vR1g05950.1
GWHTABKE017078	Yangtao2021088	Aveca08vR1g05960.1
GWHTABKE017079	Yangtao2021089	Aveca08vR1g05970.1
GWHTABKE017080	Yangtao2021090	Aveca08vR1g05980.1
GWHTABKE017081	Yangtao2021091	Aveca08vR1g05990.1
GWHTABKE017082	Yangtao2021092	Aveca08vR1g06000.1
GWHTABKE017083	Yangtao2021093	Aveca08vR1g06010.1
GWHTABKE017084	Yangtao2021094	Aveca08vR1g06020.1
GWHTABKE017085	Yangtao2021095	Aveca08vR1g06030.1
GWHTABKE017086	Yangtao2021096	Aveca08vR1g06040.1
GWHTABKE017087	Yangtao2021097	Aveca08vR1g06050.1
GWHTABKE017088	Yangtao2021098	Aveca08vR1g06060.1
GWHTABKE017089	Yangtao2021099	Aveca08vR1g06070.1
GWHTABKE017090	Yangtao2021100	Aveca08vR1g06080.1
GWHTABKE017091	Yangtao2021101	Aveca08vR1g06090.1
GWHTABKE017092	Yangtao2021102	Aveca08vR1g06100.1
GWHTABKE017093	Yangtao2021103	Aveca08vR1g06110.1
GWHTABKE017094	Yangtao2021104	Aveca08vR1g06120.1
GWHTABKE017095	Yangtao2021105	Aveca08vR1g06130.1
GWHTABKE017096	Yangtao2021106	Aveca08vR1g06140.1
GWHTABKE017097	Yangtao2021107	Aveca08vR1g06150.1
GWHTABKE017098	Yangtao2021108	Aveca08vR1g06160.1
GWHTABKE017099	Yangtao2021109	Aveca08vR1g06170.1
GWHTABKE017100	Yangtao2021110	Aveca08vR1g06180.1
GWHTABKE017101	Yangtao2021111	Aveca08vR1g06190.1
GWHTABKE017102	Yangtao2021112	Aveca08vR1g06200.1
GWHTABKE017103	Yangtao2021113	Aveca08vR1g06210.1
GWHTABKE017104	Yangtao2021114	Aveca08vR1g06220.1
GWHTABKE017105	Yangtao2021115	Aveca08vR1g06230.1
GWHTABKE017106	Yangtao2021116	Aveca08vR1g06240.1
GWHTABKE017107	Yangtao2021117	Aveca08vR1g06250.1
GWHTABKE017108	Yangtao2021118	Aveca08vR1g06260.1
GWHTABKE017109	Yangtao2021119	Aveca08vR1g06270.1
GWHTABKE017110	Yangtao2021120	Aveca08vR1g06280.1
GWHTABKE017111	Yangtao2021121	Aveca08vR1g06290.1
GWHTABKE017112	Yangtao2021122	Aveca08vR1g06300.1
GWHTABKE017113	Yangtao2021123	Aveca08vR1g06310.1
GWHTABKE017114	Yangtao2021124	Aveca08vR1g06320.1
GWHTABKE017115	Yangtao2021125	Aveca08vR1g06330.1
GWHTABKE017116	Yangtao2021126	Aveca08vR1g06340.1
GWHTABKE017117	Yangtao2021127	Aveca08vR1g06350.1
GWHTABKE017118	Yangtao2021128	Aveca08vR1g06360.1
GWHTABKE017119	Yangtao2021129	Aveca08vR1g06370.1
GWHTABKE017120	Yangtao2021130	Aveca08vR1g06380.1
GWHTABKE017121	Yangtao2021131	Aveca08vR1g06390.1
GWHTABKE017122	Yangtao2021132	Aveca08vR1g06400.1
GWHTABKE017123	Yangtao2021133	Aveca08vR1g06410.1
GWHTABKE017124	Yangtao2021134	Aveca08vR1g06420.1
GWHTABKE017125	Yangtao2021135	Aveca08vR1g06430.1
GWHTABKE017126	Yangtao2021136	Aveca08vR1g06440.1
GWHTABKE017127	Yangtao2021137	Aveca08vR1g06450.1
GWHTABKE017128	Yangtao2021138	Aveca08vR1g06460.1
GWHTABKE017129	Yangtao2021139	Aveca08vR1g06470.1
GWHTABKE017130	Yangtao2021140	Aveca08vR1g06480.1
GWHTABKE017131	Yangtao2021141	Aveca08vR1g06490.1
GWHTABKE017132	Yangtao2021142	Aveca08vR1g06500.1
GWHTABKE017133	Yangtao2021143	Aveca08vR1g06510.1
GWHTABKE017134	Yangtao2021144	Aveca08vR1g06520.1
GWHTABKE017135	Yangtao2021145	Aveca08vR1g06530.1
GWHTABKE017136	Yangtao2021146	Aveca08vR1g06540.1
GWHTABKE017137	Yangtao2021147	Aveca08vR1g06550.1
GWHTABKE017138	Yangtao2021148	Aveca08vR1g06560.1
GWHTABKE017139	Yangtao2021149	Aveca08vR1g06570.1
GWHTABKE017140	Yangtao2021150	Aveca08vR1g06580.1
GWHTABKE017141	Yangtao2021151	Aveca08vR1g06590.1
GWHTABKE017142	Yangtao2021152	Aveca08vR1g06600.1
GWHTABKE017143	Yangtao2021153	Aveca08vR1g06610.1
GWHTABKE017144	Yangtao2021154	Aveca08vR1g06620.1
GWHTABKE017145	Yangtao2021155	Aveca08vR1g06630.1
GWHTABKE017146	Yangtao2021156	Aveca08vR1g06640.1
GWHTABKE017147	Yangtao2021157	Aveca08vR1g06650.1
GWHTABKE017148	Yangtao2021158	Aveca08vR1g06660.1
GWHTABKE017149	Yangtao2021159	Aveca08vR1g06670.1
GWHTABKE017150	Yangtao2021160	Aveca08vR1g06680.1
GWHTABKE017151	Yangtao2021161	Aveca08vR1g06690.1
GWHTABKE017152	Yangtao2021162	Aveca08vR1g06700.1
GWHTABKE017153	Yangtao2021163	Aveca08vR1g06710.1
GWHTABKE017154	Yangtao2021164	Aveca08vR1g06720.1
GWHTABKE017155	Yangtao2021165	Aveca08vR1g06730.1
GWHTABKE017156	Yangtao2021166	Aveca08vR1g06740.1
GWHTABKE017157	Yangtao2021167	Aveca08vR1g06750.1
GWHTABKE017158	Yangtao2021168	Aveca08vR1g06760.1
GWHTABKE017159	Yangtao2021169	Aveca08vR1g06770.1
GWHTABKE017160	Yangtao2021170	Aveca08vR1g06780.1
GWHTABKE017161	Yangtao2021171	Aveca08vR1g06790.1
GWHTABKE017162	Yangtao2021172	Aveca08vR1g06800.1
GWHTABKE017163	Yangtao2021173	Aveca08vR1g06810.1
GWHTABKE017164	Yangtao2021174	Aveca08vR1g06820.1
GWHTABKE017165	Yangtao2021175	Aveca08vR1g06830.1
GWHTABKE017166	Yangtao2021176	Aveca08vR1g06840.1
GWHTABKE017167	Yangtao2021177	Aveca08vR1g06850.1
GWHTABKE017168	Yangtao2021178	Aveca08vR1g06860.1
GWHTABKE017169	Yangtao2021179	Aveca08vR1g06870.1
GWHTABKE017170	Yangtao2021180	Aveca08vR1g06880.1
GWHTABKE017171	Yangtao2021181	Aveca08vR1g06890.1
GWHTABKE017172	Yangtao2021182	Aveca08vR1g06900.1
GWHTABKE017173	Yangtao2021183	Aveca08vR1g06910.1
GWHTABKE017174	Yangtao2021184	Aveca08vR1g06920.1
GWHTABKE017175	Yangtao2010446	Aveca08vR1g06930.1
GWHTABKE017176	Yangtao2010447	Aveca08vR1g06940.1
GWHTABKE017177	Yangtao2010448	Aveca08vR1g06950.1
GWHTABKE017178	Yangtao2010449	Aveca08vR1g06960.1
GWHTABKE017179	Yangtao2010450	Aveca08vR1g06970.1
GWHTABKE017180	Yangtao2010451	Aveca08vR1g06980.1
GWHTABKE017181	Yangtao2010452	Aveca08vR1g06990.1
GWHTABKE017182	Yangtao2010453	Aveca08vR1g07000.1
GWHTABKE017183	Yangtao2010454	Aveca08vR1g07010.1
GWHTABKE017184	Yangtao2010455	Aveca08vR1g07020.1
GWHTABKE017185	Yangtao2010456	Aveca08vR1g07030.1
GWHTABKE017186	Yangtao2010457	Aveca08vR1g07040.1
GWHTABKE017187	Yangtao2010458	Aveca08vR1g07050.1
GWHTABKE017188	Yangtao2010459	Aveca08vR1g07060.1
GWHTABKE017189	Yangtao2010460	Aveca08vR1g07070.1
GWHTABKE017190	Yangtao2010461	Aveca08vR1g07080.1
GWHTABKE017191	Yangtao2010462	Aveca08vR1g07090.1
GWHTABKE017192	Yangtao2010463	Aveca08vR1g07100.1
GWHTABKE017193	Yangtao2010464	Aveca08vR1g07110.1
GWHTABKE017194	Yangtao2010465	Aveca08vR1g07120.1
GWHTABKE017195	Yangtao2010466	Aveca08vR1g07130.1
GWHTABKE017196	Yangtao2010467	Aveca08vR1g07140.1
GWHTABKE017197	Yangtao2010468	Aveca08vR1g07150.1
GWHTABKE017198	Yangtao2010469	Aveca08vR1g07160.1
GWHTABKE017199	Yangtao2010470	Aveca08vR1g07170.1
GWHTABKE017200	Yangtao2010471	Aveca08vR1g07180.1
GWHTABKE017201	Yangtao2010472	Aveca08vR1g07190.1
GWHTABKE017202	Yangtao2010473	Aveca08vR1g07200.1
GWHTABKE017203	Yangtao2010474	Aveca08vR1g07210.1
GWHTABKE017204	Yangtao2010475	Aveca08vR1g07220.1
GWHTABKE017205	Yangtao2010476	Aveca08vR1g07230.1
GWHTABKE017206	Yangtao2010477	Aveca08vR1g07240.1
GWHTABKE017207	Yangtao2010478	Aveca08vR1g07250.1
