GWH ID	Wu ID	IHSM SDB ID
GWHTABKE006139	Yangtao2013935	Aveca03vR1g05870.1
GWHTABKE006140	Yangtao2013936	Aveca03vR1g05880.1
GWHTABKE006141	Yangtao2013937	Aveca03vR1g05890.1
GWHTABKE006142	Yangtao2013938	Aveca03vR1g05900.1
GWHTABKE006143	Yangtao2013939	Aveca03vR1g05910.1
GWHTABKE006144	Yangtao2013940	Aveca03vR1g05920.1
GWHTABKE006145	Yangtao2013941	Aveca03vR1g05930.1
GWHTABKE006146	Yangtao2013942	Aveca03vR1g05940.1
GWHTABKE006147	Yangtao2013943	Aveca03vR1g05950.1
GWHTABKE006148	Yangtao2013944	Aveca03vR1g05960.1
GWHTABKE006149	Yangtao2013945	Aveca03vR1g05970.1
GWHTABKE006150	Yangtao2013946	Aveca03vR1g05980.1
GWHTABKE006151	Yangtao2013947	Aveca03vR1g05990.1
GWHTABKE006152	Yangtao2013948	Aveca03vR1g06000.1
GWHTABKE006153	Yangtao2013949	Aveca03vR1g06010.1
GWHTABKE006154	Yangtao2013950	Aveca03vR1g06020.1
GWHTABKE006155	Yangtao2013951	Aveca03vR1g06030.1
GWHTABKE006156	Yangtao2013952	Aveca03vR1g06040.1
GWHTABKE006157	Yangtao2013953	Aveca03vR1g06050.1
GWHTABKE006158	Yangtao2013954	Aveca03vR1g06060.1
GWHTABKE006159	Yangtao2013955	Aveca03vR1g06070.1
GWHTABKE006160	Yangtao2013956	Aveca03vR1g06080.1
GWHTABKE006161	Yangtao2013957	Aveca03vR1g06090.1
GWHTABKE006162	Yangtao2013958	Aveca03vR1g06100.1
GWHTABKE006163	Yangtao2013959	Aveca03vR1g06110.1
GWHTABKE006164	Yangtao2013960	Aveca03vR1g06120.1
GWHTABKE006165	Yangtao2013961	Aveca03vR1g06130.1
GWHTABKE006166	Yangtao2013962	Aveca03vR1g06140.1
GWHTABKE006167	Yangtao2013963	Aveca03vR1g06150.1
GWHTABKE006168	Yangtao2013964	Aveca03vR1g06160.1
GWHTABKE006169	Yangtao2013965	Aveca03vR1g06170.1
GWHTABKE006170	Yangtao2013966	Aveca03vR1g06180.1
GWHTABKE006171	Yangtao2013967	Aveca03vR1g06190.1
GWHTABKE006172	Yangtao2013968	Aveca03vR1g06200.1
GWHTABKE006173	Yangtao2013969	Aveca03vR1g06210.1
GWHTABKE006174	Yangtao2013970	Aveca03vR1g06220.1
GWHTABKE006175	Yangtao2013971	Aveca03vR1g06230.1
GWHTABKE006176	Yangtao2013972	Aveca03vR1g06240.1
GWHTABKE006177	Yangtao2013973	Aveca03vR1g06250.1
GWHTABKE006178	Yangtao2013974	Aveca03vR1g06260.1
GWHTABKE006179	Yangtao2013975	Aveca03vR1g06270.1
GWHTABKE006180	Yangtao2013976	Aveca03vR1g06280.1
GWHTABKE006181	Yangtao2013977	Aveca03vR1g06290.1
GWHTABKE006182	Yangtao2013978	Aveca03vR1g06300.1
GWHTABKE006183	Yangtao2013979	Aveca03vR1g06310.1
GWHTABKE006184	Yangtao2013981	Aveca03vR1g06320.1
GWHTABKE006185	Yangtao2013980	Aveca03vR1g06330.1
GWHTABKE006186	Yangtao2013982	Aveca03vR1g06340.1
GWHTABKE006187	Yangtao2013983	Aveca03vR1g06350.1
GWHTABKE006188	Yangtao2013984	Aveca03vR1g06360.1
GWHTABKE006189	Yangtao2013985	Aveca03vR1g06370.1
GWHTABKE006190	Yangtao2013986	Aveca03vR1g06380.1
GWHTABKE006191	Yangtao2013987	Aveca03vR1g06390.1
GWHTABKE006192	Yangtao2013988	Aveca03vR1g06400.1
GWHTABKE006193	Yangtao2013989	Aveca03vR1g06410.1
GWHTABKE006194	Yangtao2013990	Aveca03vR1g06420.1
GWHTABKE006195	Yangtao2013991	Aveca03vR1g06430.1
GWHTABKE006196	Yangtao2013992	Aveca03vR1g06440.1
GWHTABKE006197	Yangtao2013993	Aveca03vR1g06450.1
GWHTABKE006198	Yangtao2013994	Aveca03vR1g06460.1
GWHTABKE006199	Yangtao2013995	Aveca03vR1g06470.1
GWHTABKE006200	Yangtao2013996	Aveca03vR1g06480.1
GWHTABKE006201	Yangtao2013997	Aveca03vR1g06490.1
GWHTABKE006202	Yangtao2013998	Aveca03vR1g06500.1
GWHTABKE006203	Yangtao2013999	Aveca03vR1g06510.1
GWHTABKE006204	Yangtao2014000	Aveca03vR1g06520.1
GWHTABKE006205	Yangtao2014001	Aveca03vR1g06530.1
GWHTABKE006206	Yangtao2014002	Aveca03vR1g06540.1
GWHTABKE006207	Yangtao2014003	Aveca03vR1g06550.1
GWHTABKE006208	Yangtao2014004	Aveca03vR1g06560.1
GWHTABKE006209	Yangtao2014005	Aveca03vR1g06570.1
GWHTABKE006210	Yangtao2014006	Aveca03vR1g06580.1
GWHTABKE006211	Yangtao2014007	Aveca03vR1g06590.1
GWHTABKE006212	Yangtao2014008	Aveca03vR1g06600.1
GWHTABKE006213	Yangtao2014009	Aveca03vR1g06610.1
GWHTABKE006214	Yangtao2014010	Aveca03vR1g06620.1
GWHTABKE006215	Yangtao2014011	Aveca03vR1g06630.1
GWHTABKE006216	Yangtao2014012	Aveca03vR1g06640.1
GWHTABKE006217	Yangtao2014013	Aveca03vR1g06650.1
GWHTABKE006218	Yangtao2014014	Aveca03vR1g06660.1
GWHTABKE006219	Yangtao2014015	Aveca03vR1g06670.1
GWHTABKE006220	Yangtao2014016	Aveca03vR1g06680.1
GWHTABKE006221	Yangtao2014017	Aveca03vR1g06690.1
GWHTABKE006222	Yangtao2014018	Aveca03vR1g06700.1
GWHTABKE006223	Yangtao2014019	Aveca03vR1g06710.1
GWHTABKE006224	Yangtao2014020	Aveca03vR1g06720.1
GWHTABKE006225	Yangtao2014021	Aveca03vR1g06730.1
GWHTABKE006226	Yangtao2014022	Aveca03vR1g06740.1
GWHTABKE006227	Yangtao2014023	Aveca03vR1g06750.1
GWHTABKE006228	Yangtao2014024	Aveca03vR1g06760.1
GWHTABKE006229	Yangtao2014025	Aveca03vR1g06770.1
GWHTABKE006230	Yangtao2014026	Aveca03vR1g06780.1
GWHTABKE006231	Yangtao2014027	Aveca03vR1g06790.1
GWHTABKE006232	Yangtao2014028	Aveca03vR1g06800.1
GWHTABKE006233	Yangtao2014029	Aveca03vR1g06810.1
GWHTABKE006234	Yangtao2014030	Aveca03vR1g06820.1
GWHTABKE006235	Yangtao2014031	Aveca03vR1g06830.1
GWHTABKE006236	Yangtao2014032	Aveca03vR1g06840.1
GWHTABKE006237	Yangtao2014033	Aveca03vR1g06850.1
GWHTABKE006238	Yangtao2014034	Aveca03vR1g06860.1
GWHTABKE006239	Yangtao2014035	Aveca03vR1g06870.1
GWHTABKE006240	Yangtao2014036	Aveca03vR1g06880.1
GWHTABKE006241	Yangtao2014037	Aveca03vR1g06890.1
GWHTABKE006242	Yangtao2014038	Aveca03vR1g06900.1
GWHTABKE006243	Yangtao2014039	Aveca03vR1g06910.1
GWHTABKE006244	Yangtao2014040	Aveca03vR1g06920.1
GWHTABKE006245	Yangtao2014041	Aveca03vR1g06930.1
GWHTABKE006246	Yangtao2014042	Aveca03vR1g06940.1
GWHTABKE006247	Yangtao2014043	Aveca03vR1g06950.1
GWHTABKE006248	Yangtao2014044	Aveca03vR1g06960.1
GWHTABKE006249	Yangtao2014045	Aveca03vR1g06970.1
GWHTABKE006250	Yangtao2014046	Aveca03vR1g06980.1
GWHTABKE006251	Yangtao2014047	Aveca03vR1g06990.1
GWHTABKE006252	Yangtao2014048	Aveca03vR1g07000.1
GWHTABKE006253	Yangtao2014049	Aveca03vR1g07010.1
GWHTABKE006254	Yangtao2014050	Aveca03vR1g07020.1
GWHTABKE006255	Yangtao2014051	Aveca03vR1g07030.1
GWHTABKE006256	Yangtao2014052	Aveca03vR1g07040.1
GWHTABKE006257	Yangtao2020922	Aveca03vR1g07050.1
GWHTABKE006258	Yangtao2020923	Aveca03vR1g07060.1
GWHTABKE006259	Yangtao2020924	Aveca03vR1g07070.1
GWHTABKE006260	Yangtao2020925	Aveca03vR1g07080.1
GWHTABKE006261	Yangtao2020926	Aveca03vR1g07090.1
GWHTABKE006262	Yangtao2020927	Aveca03vR1g07100.1
GWHTABKE006263	Yangtao2020928	Aveca03vR1g07110.1
GWHTABKE006264	Yangtao2020929	Aveca03vR1g07120.1
GWHTABKE006265	Yangtao2020930	Aveca03vR1g07130.1
GWHTABKE006266	Yangtao2020932	Aveca03vR1g07140.1
GWHTABKE006267	Yangtao2020931	Aveca03vR1g07150.1
GWHTABKE006268	Yangtao2020933	Aveca03vR1g07160.1
GWHTABKE006269	Yangtao2020934	Aveca03vR1g07170.1
GWHTABKE006270	Yangtao2020935	Aveca03vR1g07180.1
GWHTABKE006271	Yangtao2020936	Aveca03vR1g07190.1
GWHTABKE006272	Yangtao2020937	Aveca03vR1g07200.1
GWHTABKE006273	Yangtao2020938	Aveca03vR1g07210.1
GWHTABKE006274	Yangtao2020939	Aveca03vR1g07220.1
GWHTABKE006275	Yangtao2020940	Aveca03vR1g07230.1
GWHTABKE006276	Yangtao2020941	Aveca03vR1g07240.1
GWHTABKE006277	Yangtao2020944	Aveca03vR1g07250.1
GWHTABKE006278	Yangtao2020942	Aveca03vR1g07260.1
GWHTABKE006279	Yangtao2020943	Aveca03vR1g07270.1
GWHTABKE006280	Yangtao2020945	Aveca03vR1g07280.1
GWHTABKE006281	Yangtao2020946	Aveca03vR1g07290.1
GWHTABKE006282	Yangtao2020947	Aveca03vR1g07300.1
GWHTABKE006283	Yangtao2020948	Aveca03vR1g07310.1
GWHTABKE006284	Yangtao2020949	Aveca03vR1g07320.1
GWHTABKE006285	Yangtao2020950	Aveca03vR1g07330.1
GWHTABKE006286	Yangtao2020951	Aveca03vR1g07340.1
GWHTABKE006287	Yangtao2020952	Aveca03vR1g07350.1
GWHTABKE006288	Yangtao2020953	Aveca03vR1g07360.1
GWHTABKE006289	Yangtao2020954	Aveca03vR1g07370.1
GWHTABKE006290	Yangtao2020955	Aveca03vR1g07380.1
GWHTABKE006291	Yangtao2020956	Aveca03vR1g07390.1
GWHTABKE006292	Yangtao2020957	Aveca03vR1g07400.1
GWHTABKE006293	Yangtao2020958	Aveca03vR1g07410.1
GWHTABKE006294	Yangtao2020959	Aveca03vR1g07420.1
GWHTABKE006295	Yangtao2020960	Aveca03vR1g07430.1
GWHTABKE006296	Yangtao2020961	Aveca03vR1g07440.1
GWHTABKE006297	Yangtao2020962	Aveca03vR1g07450.1
GWHTABKE006298	Yangtao2020963	Aveca03vR1g07460.1
GWHTABKE006299	Yangtao2020964	Aveca03vR1g07470.1
GWHTABKE006300	Yangtao2020965	Aveca03vR1g07480.1
GWHTABKE006301	Yangtao2020966	Aveca03vR1g07490.1
GWHTABKE006302	Yangtao2020967	Aveca03vR1g07500.1
GWHTABKE006303	Yangtao2020968	Aveca03vR1g07510.1
GWHTABKE006304	Yangtao2020969	Aveca03vR1g07520.1
GWHTABKE006305	Yangtao2020970	Aveca03vR1g07530.1
GWHTABKE006306	Yangtao2020971	Aveca03vR1g07540.1
GWHTABKE006307	Yangtao2020972	Aveca03vR1g07550.1
GWHTABKE006308	Yangtao2020973	Aveca03vR1g07560.1
GWHTABKE006309	Yangtao2020974	Aveca03vR1g07570.1
GWHTABKE006310	Yangtao2020975	Aveca03vR1g07580.1
GWHTABKE006311	Yangtao2020976	Aveca03vR1g07590.1
GWHTABKE006312	Yangtao2020977	Aveca03vR1g07600.1
GWHTABKE006313	Yangtao2020978	Aveca03vR1g07610.1
GWHTABKE006314	Yangtao2020979	Aveca03vR1g07620.1
GWHTABKE006315	Yangtao2020980	Aveca03vR1g07630.1
GWHTABKE006316	Yangtao2020981	Aveca03vR1g07640.1
GWHTABKE006317	Yangtao2020982	Aveca03vR1g07650.1
GWHTABKE006318	Yangtao2020983	Aveca03vR1g07660.1
GWHTABKE006319	Yangtao2020984	Aveca03vR1g07670.1
GWHTABKE006320	Yangtao2020985	Aveca03vR1g07680.1
GWHTABKE006321	Yangtao2020986	Aveca03vR1g07690.1
GWHTABKE006322	Yangtao2020987	Aveca03vR1g07700.1
GWHTABKE006323	Yangtao2020988	Aveca03vR1g07710.1
GWHTABKE006324	Yangtao2020989	Aveca03vR1g07720.1
GWHTABKE006325	Yangtao2020990	Aveca03vR1g07730.1
GWHTABKE006326	Yangtao2020991	Aveca03vR1g07740.1
GWHTABKE006327	Yangtao2020992	Aveca03vR1g07750.1
GWHTABKE006328	Yangtao2020993	Aveca03vR1g07760.1
GWHTABKE006329	Yangtao2020994	Aveca03vR1g07770.1
GWHTABKE006330	Yangtao2020995	Aveca03vR1g07780.1
GWHTABKE006331	Yangtao2020996	Aveca03vR1g07790.1
GWHTABKE006332	Yangtao2020997	Aveca03vR1g07800.1
GWHTABKE006333	Yangtao2020998	Aveca03vR1g07810.1
GWHTABKE006334	Yangtao2020999	Aveca03vR1g07820.1
GWHTABKE006335	Yangtao2021000	Aveca03vR1g07830.1
GWHTABKE006336	Yangtao2021001	Aveca03vR1g07840.1
GWHTABKE006337	Yangtao2021002	Aveca03vR1g07850.1
GWHTABKE006338	Yangtao2021003	Aveca03vR1g07860.1
GWHTABKE006339	Yangtao2021004	Aveca03vR1g07870.1
GWHTABKE006340	Yangtao2021005	Aveca03vR1g07880.1
GWHTABKE006341	Yangtao2021006	Aveca03vR1g07890.1
GWHTABKE006342	Yangtao2021007	Aveca03vR1g07900.1
GWHTABKE006343	Yangtao2023573	Aveca03vR1g07910.1
GWHTABKE006344	Yangtao2023574	Aveca03vR1g07920.1
GWHTABKE006345	Yangtao2023575	Aveca03vR1g07930.1
GWHTABKE006346	Yangtao2023576	Aveca03vR1g07940.1
GWHTABKE006347	Yangtao2023577	Aveca03vR1g07950.1
GWHTABKE006348	Yangtao2023578	Aveca03vR1g07960.1
GWHTABKE006349	Yangtao2023579	Aveca03vR1g07970.1
GWHTABKE006350	Yangtao2023580	Aveca03vR1g07980.1
GWHTABKE006351	Yangtao2023581	Aveca03vR1g07990.1
GWHTABKE006352	Yangtao2023582	Aveca03vR1g08000.1
GWHTABKE006353	Yangtao2023583	Aveca03vR1g08010.1
GWHTABKE006354	Yangtao2023584	Aveca03vR1g08020.1
GWHTABKE006355	Yangtao2023585	Aveca03vR1g08030.1
GWHTABKE006356	Yangtao2023586	Aveca03vR1g08040.1
GWHTABKE006357	Yangtao2023587	Aveca03vR1g08050.1
GWHTABKE006358	Yangtao2023588	Aveca03vR1g08060.1
GWHTABKE006359	Yangtao2023589	Aveca03vR1g08070.1
GWHTABKE006360	Yangtao2023590	Aveca03vR1g08080.1
GWHTABKE006361	Yangtao2024798	Aveca03vR1g08090.1
GWHTABKE006362	Yangtao2024797	Aveca03vR1g08100.1
GWHTABKE006363	Yangtao2024796	Aveca03vR1g08110.1
GWHTABKE006364	Yangtao2024795	Aveca03vR1g08120.1
GWHTABKE006365	Yangtao2024794	Aveca03vR1g08130.1
GWHTABKE006366	Yangtao2024737	Aveca03vR1g08140.1
GWHTABKE006367	Yangtao2024736	Aveca03vR1g08150.1
GWHTABKE006368	Yangtao2023958	Aveca03vR1g08160.1
GWHTABKE006369	Yangtao2023957	Aveca03vR1g08170.1
GWHTABKE006370	Yangtao2023956	Aveca03vR1g08180.1
GWHTABKE006371	Yangtao2023955	Aveca03vR1g08190.1
GWHTABKE006372	Yangtao2023954	Aveca03vR1g08200.1
GWHTABKE006373	Yangtao2023953	Aveca03vR1g08210.1
GWHTABKE006374	Yangtao2023952	Aveca03vR1g08220.1
GWHTABKE006375	Yangtao2023951	Aveca03vR1g08230.1
GWHTABKE006376	Yangtao2023950	Aveca03vR1g08240.1
GWHTABKE006377	Yangtao2023949	Aveca03vR1g08250.1
GWHTABKE006378	Yangtao2024131	Aveca03vR1g08260.1
GWHTABKE006379	Yangtao2024130	Aveca03vR1g08270.1
GWHTABKE006380	Yangtao2024129	Aveca03vR1g08280.1
GWHTABKE006381	Yangtao2024128	Aveca03vR1g08290.1
GWHTABKE006382	Yangtao2024127	Aveca03vR1g08300.1
GWHTABKE006383	Yangtao2023373	Aveca03vR1g08310.1
GWHTABKE006384	Yangtao2023372	Aveca03vR1g08320.1
GWHTABKE006385	Yangtao2023371	Aveca03vR1g08330.1
GWHTABKE006386	Yangtao2023370	Aveca03vR1g08340.1
GWHTABKE006387	Yangtao2023369	Aveca03vR1g08350.1
GWHTABKE006388	Yangtao2023368	Aveca03vR1g08360.1
GWHTABKE006389	Yangtao2023367	Aveca03vR1g08370.1
GWHTABKE006390	Yangtao2023366	Aveca03vR1g08380.1
GWHTABKE006391	Yangtao2023365	Aveca03vR1g08390.1
GWHTABKE006392	Yangtao2023364	Aveca03vR1g08400.1
GWHTABKE006393	Yangtao2023363	Aveca03vR1g08410.1
GWHTABKE006394	Yangtao2023362	Aveca03vR1g08420.1
GWHTABKE006395	Yangtao2023361	Aveca03vR1g08430.1
GWHTABKE006396	Yangtao2025232	Aveca03vR1g08440.1
GWHTABKE006397	Yangtao2024513	Aveca03vR1g08450.1
GWHTABKE006398	Yangtao2024514	Aveca03vR1g08460.1
GWHTABKE006399	Yangtao2024515	Aveca03vR1g08470.1
GWHTABKE006400	Yangtao2024516	Aveca03vR1g08480.1
GWHTABKE006401	Yangtao2024711	Aveca03vR1g08490.1
GWHTABKE006402	Yangtao2024712	Aveca03vR1g08500.1
GWHTABKE006403	Yangtao2024769	Aveca03vR1g08510.1
GWHTABKE006404	Yangtao2023988	Aveca03vR1g08520.1
GWHTABKE006405	Yangtao2023989	Aveca03vR1g08530.1
GWHTABKE006406	Yangtao2023990	Aveca03vR1g08540.1
GWHTABKE006407	Yangtao2023991	Aveca03vR1g08550.1
GWHTABKE006408	Yangtao2023992	Aveca03vR1g08560.1
GWHTABKE006409	Yangtao2023993	Aveca03vR1g08570.1
GWHTABKE006410	Yangtao2023994	Aveca03vR1g08580.1
GWHTABKE006411	Yangtao2023995	Aveca03vR1g08590.1
GWHTABKE006412	Yangtao2023996	Aveca03vR1g08600.1
GWHTABKE006413	Yangtao2023997	Aveca03vR1g08610.1
GWHTABKE006414	Yangtao2023998	Aveca03vR1g08620.1
GWHTABKE006415	Yangtao2023999	Aveca03vR1g08630.1
GWHTABKE006416	Yangtao2024000	Aveca03vR1g08640.1
GWHTABKE006417	Yangtao2024001	Aveca03vR1g08650.1
GWHTABKE006418	Yangtao2024002	Aveca03vR1g08660.1
GWHTABKE006419	Yangtao2024809	Aveca03vR1g08670.1
GWHTABKE006420	Yangtao2024808	Aveca03vR1g08680.1
GWHTABKE006421	Yangtao2025314	Aveca03vR1g08690.1
GWHTABKE006422	Yangtao2024800	Aveca03vR1g08700.1
GWHTABKE006423	Yangtao2024799	Aveca03vR1g08710.1
GWHTABKE006424	Yangtao2023178	Aveca03vR1g08720.1
GWHTABKE006425	Yangtao2023177	Aveca03vR1g08730.1
GWHTABKE006426	Yangtao2023176	Aveca03vR1g08740.1
GWHTABKE006427	Yangtao2023175	Aveca03vR1g08750.1
GWHTABKE006428	Yangtao2023174	Aveca03vR1g08760.1
GWHTABKE006429	Yangtao2023173	Aveca03vR1g08770.1
GWHTABKE006430	Yangtao2023172	Aveca03vR1g08780.1
GWHTABKE006431	Yangtao2023171	Aveca03vR1g08790.1
GWHTABKE006432	Yangtao2023775	Aveca03vR1g08800.1
GWHTABKE006433	Yangtao2023774	Aveca03vR1g08810.1
GWHTABKE006434	Yangtao2023773	Aveca03vR1g08820.1
GWHTABKE006435	Yangtao2023772	Aveca03vR1g08830.1
GWHTABKE006436	Yangtao2023771	Aveca03vR1g08840.1
GWHTABKE006437	Yangtao2023770	Aveca03vR1g08850.1
GWHTABKE006438	Yangtao2023769	Aveca03vR1g08860.1
GWHTABKE006439	Yangtao2023883	Aveca03vR1g08870.1
GWHTABKE006440	Yangtao2023882	Aveca03vR1g08880.1
GWHTABKE006441	Yangtao2023881	Aveca03vR1g08890.1
GWHTABKE006442	Yangtao2023880	Aveca03vR1g08900.1
GWHTABKE006443	Yangtao2023722	Aveca03vR1g08910.1
GWHTABKE006444	Yangtao2023721	Aveca03vR1g08920.1
GWHTABKE006445	Yangtao2023720	Aveca03vR1g08930.1
GWHTABKE006446	Yangtao2023719	Aveca03vR1g08940.1
GWHTABKE006447	Yangtao2023718	Aveca03vR1g08950.1
GWHTABKE006448	Yangtao2023717	Aveca03vR1g08960.1
GWHTABKE006449	Yangtao2023716	Aveca03vR1g08970.1
GWHTABKE006450	Yangtao2023715	Aveca03vR1g08980.1
GWHTABKE006451	Yangtao2023714	Aveca03vR1g08990.1
GWHTABKE006452	Yangtao2023713	Aveca03vR1g09000.1
GWHTABKE006453	Yangtao2025288	Aveca03vR1g09010.1
GWHTABKE006454	Yangtao2025287	Aveca03vR1g09020.1
GWHTABKE006455	Yangtao2024614	Aveca03vR1g09030.1
GWHTABKE006456	Yangtao2024615	Aveca03vR1g09040.1
GWHTABKE006457	Yangtao2024613	Aveca03vR1g09050.1
GWHTABKE006458	Yangtao2024611	Aveca03vR1g09060.1
GWHTABKE006459	Yangtao2024612	Aveca03vR1g09070.1
GWHTABKE006460	Yangtao2024608	Aveca03vR1g09080.1
GWHTABKE006461	Yangtao2024609	Aveca03vR1g09090.1
GWHTABKE006462	Yangtao2024610	Aveca03vR1g09100.1
GWHTABKE006463	Yangtao2024607	Aveca03vR1g09110.1
GWHTABKE006464	Yangtao2024605	Aveca03vR1g09120.1
GWHTABKE006465	Yangtao2024606	Aveca03vR1g09130.1
GWHTABKE006466	Yangtao2025231	Aveca03vR1g09140.1
GWHTABKE006467	Yangtao2025227	Aveca03vR1g09150.1
GWHTABKE006468	Yangtao2025228	Aveca03vR1g09160.1
GWHTABKE006469	Yangtao2025229	Aveca03vR1g09170.1
GWHTABKE006470	Yangtao2025230	Aveca03vR1g09180.1
GWHTABKE006471	Yangtao2025226	Aveca03vR1g09190.1
GWHTABKE006472	Yangtao2025224	Aveca03vR1g09200.1
GWHTABKE006473	Yangtao2025225	Aveca03vR1g09210.1
GWHTABKE006474	Yangtao2022043	Aveca03vR1g09220.1
GWHTABKE006475	Yangtao2022041	Aveca03vR1g09230.1
GWHTABKE006476	Yangtao2022042	Aveca03vR1g09240.1
GWHTABKE006477	Yangtao2022040	Aveca03vR1g09250.1
GWHTABKE006478	Yangtao2022039	Aveca03vR1g09260.1
GWHTABKE006479	Yangtao2022038	Aveca03vR1g09270.1
GWHTABKE006480	Yangtao2022037	Aveca03vR1g09280.1
GWHTABKE006481	Yangtao2022036	Aveca03vR1g09290.1
GWHTABKE006482	Yangtao2022035	Aveca03vR1g09300.1
GWHTABKE006483	Yangtao2022034	Aveca03vR1g09310.1
GWHTABKE006484	Yangtao2022033	Aveca03vR1g09320.1
GWHTABKE006485	Yangtao2022032	Aveca03vR1g09330.1
GWHTABKE006486	Yangtao2022031	Aveca03vR1g09340.1
GWHTABKE006487	Yangtao2022030	Aveca03vR1g09350.1
GWHTABKE006488	Yangtao2022029	Aveca03vR1g09360.1
GWHTABKE006489	Yangtao2022028	Aveca03vR1g09370.1
GWHTABKE006490	Yangtao2022027	Aveca03vR1g09380.1
GWHTABKE006491	Yangtao2022026	Aveca03vR1g09390.1
GWHTABKE006492	Yangtao2022025	Aveca03vR1g09400.1
GWHTABKE006493	Yangtao2022024	Aveca03vR1g09410.1
GWHTABKE006494	Yangtao2022023	Aveca03vR1g09420.1
GWHTABKE006495	Yangtao2022022	Aveca03vR1g09430.1
GWHTABKE006496	Yangtao2022021	Aveca03vR1g09440.1
GWHTABKE006497	Yangtao2022020	Aveca03vR1g09450.1
GWHTABKE006498	Yangtao2022019	Aveca03vR1g09460.1
GWHTABKE006499	Yangtao2022018	Aveca03vR1g09470.1
GWHTABKE006500	Yangtao2022017	Aveca03vR1g09480.1
GWHTABKE006501	Yangtao2022016	Aveca03vR1g09490.1
GWHTABKE006502	Yangtao2022015	Aveca03vR1g09500.1
GWHTABKE006503	Yangtao2022014	Aveca03vR1g09510.1
GWHTABKE006504	Yangtao2022013	Aveca03vR1g09520.1
GWHTABKE006505	Yangtao2021877	Aveca03vR1g09530.1
GWHTABKE006506	Yangtao2021879	Aveca03vR1g09540.1
GWHTABKE006507	Yangtao2021878	Aveca03vR1g09550.1
GWHTABKE006508	Yangtao2021880	Aveca03vR1g09560.1
GWHTABKE006509	Yangtao2021876	Aveca03vR1g09570.1
GWHTABKE006510	Yangtao2021875	Aveca03vR1g09580.1
GWHTABKE006511	Yangtao2021874	Aveca03vR1g09590.1
GWHTABKE006512	Yangtao2021873	Aveca03vR1g09600.1
GWHTABKE006513	Yangtao2021872	Aveca03vR1g09610.1
GWHTABKE006514	Yangtao2021871	Aveca03vR1g09620.1
GWHTABKE006515	Yangtao2021870	Aveca03vR1g09630.1
GWHTABKE006516	Yangtao2021869	Aveca03vR1g09640.1
GWHTABKE006517	Yangtao2021868	Aveca03vR1g09650.1
GWHTABKE006518	Yangtao2021867	Aveca03vR1g09660.1
GWHTABKE006519	Yangtao2021866	Aveca03vR1g09670.1
GWHTABKE006520	Yangtao2021865	Aveca03vR1g09680.1
GWHTABKE006521	Yangtao2021864	Aveca03vR1g09690.1
GWHTABKE006522	Yangtao2021863	Aveca03vR1g09700.1
GWHTABKE006523	Yangtao2021862	Aveca03vR1g09710.1
GWHTABKE006524	Yangtao2021861	Aveca03vR1g09720.1
GWHTABKE006525	Yangtao2021860	Aveca03vR1g09730.1
GWHTABKE006526	Yangtao2021859	Aveca03vR1g09740.1
GWHTABKE006527	Yangtao2021858	Aveca03vR1g09750.1
GWHTABKE006528	Yangtao2021856	Aveca03vR1g09760.1
GWHTABKE006529	Yangtao2021857	Aveca03vR1g09770.1
GWHTABKE006530	Yangtao2021852	Aveca03vR1g09780.1
GWHTABKE006531	Yangtao2021853	Aveca03vR1g09790.1
GWHTABKE006532	Yangtao2021854	Aveca03vR1g09800.1
GWHTABKE006533	Yangtao2021855	Aveca03vR1g09810.1
GWHTABKE006534	Yangtao2021851	Aveca03vR1g09820.1
GWHTABKE006535	Yangtao2021850	Aveca03vR1g09830.1
GWHTABKE006536	Yangtao2021849	Aveca03vR1g09840.1
GWHTABKE006537	Yangtao2021848	Aveca03vR1g09850.1
GWHTABKE006538	Yangtao2007903	Aveca03vR1g09860.1
GWHTABKE006539	Yangtao2007904	Aveca03vR1g09870.1
GWHTABKE006540	Yangtao2007905	Aveca03vR1g09880.1
GWHTABKE006541	Yangtao2007906	Aveca03vR1g09890.1
GWHTABKE006542	Yangtao2007907	Aveca03vR1g09900.1
GWHTABKE006543	Yangtao2007908	Aveca03vR1g09910.1
GWHTABKE006544	Yangtao2007909	Aveca03vR1g09920.1
GWHTABKE006545	Yangtao2007910	Aveca03vR1g09930.1
GWHTABKE006546	Yangtao2007911	Aveca03vR1g09940.1
GWHTABKE006547	Yangtao2007912	Aveca03vR1g09950.1
GWHTABKE006548	Yangtao2007913	Aveca03vR1g09960.1
GWHTABKE006549	Yangtao2007914	Aveca03vR1g09970.1
GWHTABKE006550	Yangtao2007915	Aveca03vR1g09980.1
GWHTABKE006551	Yangtao2007916	Aveca03vR1g09990.1
GWHTABKE006552	Yangtao2007917	Aveca03vR1g10000.1
GWHTABKE006553	Yangtao2007918	Aveca03vR1g10010.1
GWHTABKE006554	Yangtao2007919	Aveca03vR1g10020.1
GWHTABKE006555	Yangtao2007920	Aveca03vR1g10030.1
GWHTABKE006556	Yangtao2007921	Aveca03vR1g10040.1
GWHTABKE006557	Yangtao2007922	Aveca03vR1g10050.1
GWHTABKE006558	Yangtao2007923	Aveca03vR1g10060.1
GWHTABKE006559	Yangtao2007924	Aveca03vR1g10070.1
GWHTABKE006560	Yangtao2007925	Aveca03vR1g10080.1
GWHTABKE006561	Yangtao2007926	Aveca03vR1g10090.1
